x,y
-0.02198857473143812,-0.2965388113048529
0.7981952847216544,0.6366162286429136
1.0056229791511577,0.01318995168305253
-0.32712722453641374,0.05008954335245483
0.3086069444602546,0.08418117232114165
0.9782834665218303,0.2768061899533591
-0.12004590141252786,-0.2937648544911894
-0.06055273174638359,-0.31386829966944757
-0.05044421880022561,-0.27149285003989687
0.960773316757176,0.0006453748840425204
-0.7087682291381154,0.7316810196663048
-0.11613744590254829,-0.2942660357684938
-0.029611194984734572,-0.2659114407998567
-0.9885279548051844,0.2135226663296027
0.30314953376466525,-0.013238704093615956
0.047920063266203704,-1.0114548648464288
-0.7941502918604216,0.5874071306152173
-0.2736572518954378,-0.14139419027915778
-0.13412458248535208,1.0024550427576098
0.4725062879649113,-0.8532210722633019
-0.06396926486796956,0.2696845603358745
0.5002107987067934,0.9670298729908566
-0.2135604976422306,-0.27798467644204683
0.20118088422174232,0.1948677919095121
0.21504127287406782,1.0480481702774065
0.06784443391668674,-0.3412438407769857
-0.0681022663776704,-0.3314388735248411
0.1634202465848253,-0.25527680039728173
-0.9812024311401201,-0.12937252677695005
-0.007430891872705741,-0.3845817858942302
0.23134321618535886,0.038984091371602525
-0.19949706196260283,0.23466812769362996
-0.12579687047094013,0.2101821176802854
0.20434772587783143,0.23191493683727607
0.18723560104397152,-0.22458419746258376
0.27938788588615476,0.2185590430441057
0.5290331255111501,-0.8615983863285915
0.1892893293078424,-0.3161051405473607
0.8217126915680095,-0.5433385721080212
-0.5804721304406744,0.8017183272256774
0.39770469312218726,-0.8987265016969394
-0.33669991692228685,-0.0045245352799462455
0.08030234400158283,0.9639271293388533
-0.026811259402044346,0.3439295529286366
-0.26852428114257293,-0.16938140012414715
-0.6717358066926978,0.7105876651932271
-0.8048632109443515,-0.586661497658198
-1.0305440384086075,-0.14092525482944215
-0.058235937739206864,-0.3049911377146489
-0.14800817067881847,-0.1840461470488123
0.5158475670578655,-0.8039385083982262
0.2822796685314411,-0.03748198198597428
-0.0898496925728601,1.0709829425298771
0.16926998104693347,-0.9566171956230762
0.7063428890613073,0.7185984135132647
0.1229390262874635,0.2098602506844236
-0.03142867773543782,0.306831589094706
0.26417269351407846,0.943783401168382
0.08217834992775777,-0.2959007757704702
-0.2995303512088305,0.04248965453128878
0.19424653667332628,0.2261518425692881
-0.2588947251021715,0.09049747345128245
0.21571978363601713,-0.9687814530234422
0.568904776451235,-0.7974756726131618
0.8072063808386669,-0.6449269251895339
-0.17611108168732734,0.21898584887882805
-0.07622414284004167,-1.0087555812508755
0.8932527360732189,0.4154887079948539
-0.8920254287463084,0.5522721447293517
0.24866945343681582,-0.20815108082450856
-0.31242130090737374,0.8882057610258561
1.0630008044232837,0.03051863628368358
0.786459647129357,0.6410169137256715
-0.8172560826876732,0.5260744713473527
-0.4499854956093505,0.9363820835158143
0.8451862781920604,0.5694083297472325
0.6225816070212784,0.7534138625720858
0.11334484862636503,-0.2783543056115162
0.8081721780164208,0.4958717328257034
-0.30099563177227073,0.002601057593693803
0.6875135335307614,-0.7689345274158033
